""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0F02420	107.210844585487	1.15312413096166	0.327114663872381	3.52513738549958	0.000423263215069854	0.00156410603252363	S_cerevisiae	SPGP0F02420	P27882	P27882	ERV1_YEAST	ERV1 YGR029W	ERV1		YGR029W		Mitochondrial FAD-linked sulfhydryl oxidase ERV1 (EC 1.8.3.2) (14 kDa regulatory protein) (Essential for respiration and vegetative growth protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189	1.8.3.2	cellular iron ion homeostasis [GO:0006879]; cellular response to oxidative stress [GO:0034599]; protein import into mitochondrial intermembrane space [GO:0045041]	flavin adenine dinucleotide binding [GO:0050660]; flavin-linked sulfhydryl oxidase activity [GO:0016971]; protein disulfide oxidoreductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]	cell [GO:0005623]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	FUNCTION: FAD-dependent sulfhydryl oxidase that catalyzes disulfide bond formation. Required for the import and folding of small cysteine-containing proteins in the mitochondrial intermembrane space (IMS). Forms a redox cycle with MIA40 that involves a disulfide relay system. Important for maintaining the cysteine residues in MIA40 in an oxidized state. Reduced ERV1 is reoxidized by cytochrome c. Required for the maturation of cytoplasmic, but not of mitochondrial Fe/S proteins. {ECO:0000255|PROSITE-ProRule:PRU00654, ECO:0000269|PubMed:10899311, ECO:0000269|PubMed:11493598, ECO:0000269|PubMed:12654008, ECO:0000269|PubMed:15989955, ECO:0000269|PubMed:16181637, ECO:0000269|PubMed:16185707}.	CATALYTIC ACTIVITY: Reaction=O2 + 2 R'C(R)SH = H2O2 + R'C(R)S-S(R)CR'; Xref=Rhea:RHEA:17357, ChEBI:CHEBI:15379, ChEBI:CHEBI:16240, ChEBI:CHEBI:16520, ChEBI:CHEBI:17412; EC=1.8.3.2;		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000255|PROSITE-ProRule:PRU00654, ECO:0000269|PubMed:10899311}; 							SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:11493598, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:22984289}.			SUBUNIT: Homodimer. Interacts with MIA40, forming transient intermolecular disulfide bridges. {ECO:0000269|PubMed:12654008, ECO:0000269|PubMed:15989955, ECO:0000269|PubMed:16181637}.	P36046	
SPGP0F02430	396.347169465346	2.19176852148113	0.187313936032026	11.701043541717	1.25895684910892e-31	1.03703709179781e-29	S_cerevisiae	SPGP0F02430	P28737	P28737	MSP1_YEAST	MSP1 YTA4 YGR028W	MSP1	YTA4	YGR028W		Protein MSP1 (Tat-binding homolog 4)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362		protein targeting to mitochondrion [GO:0006626]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; peroxisomal membrane [GO:0005778]	FUNCTION: Involved in intramitochondrial sorting of proteins.										SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass membrane protein.		"TRANSMEM 13..28;  /note=""Helical"";  /evidence=""ECO:0000255"""		Q12421	
SPGP0F02500	36.3553864486154	-1.13359484831244	0.339266079304852	-3.34131502517184	0.000833825561227167	0.00288369977491579	S_cerevisiae	SPGP0F02500	P17649	P17649	GABAT_YEAST	UGA1 YGR019W	UGA1		YGR019W		4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471	2.6.1.19	gamma-aminobutyric acid catabolic process [GO:0009450]	4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; 4-aminobutyrate transaminase activity [GO:0003867]; pyridoxal phosphate binding [GO:0030170]	cytosol [GO:0005829]; mitochondrion [GO:0005739]	FUNCTION: Required for the degradation of gamma-aminobutyric acid (GABA), which is important for utilization of GABA as nitrogen source and for oxidative stress tolerance. Deaminates GABA to succinate semialdehyde, which in turn is converted to succinate by the succinate-semialdehyde dehydrogenase UGA2. Cannot transaminate beta-alanine (BAL). {ECO:0000269|PubMed:17355287, ECO:0000269|PubMed:19411412, ECO:0000269|PubMed:3888627}.	CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + 4-aminobutanoate = L-glutamate + succinate semialdehyde; Xref=Rhea:RHEA:23352, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:57706, ChEBI:CHEBI:59888; EC=2.6.1.19;		COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000269|PubMed:17355287}; 		BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=3.2 mM for 4-aminobutanoate {ECO:0000269|PubMed:17355287}; KM=0.22 mM for 2-oxoglutarate {ECO:0000269|PubMed:17355287}; Vmax=12.8 umol/min/mg enzyme {ECO:0000269|PubMed:17355287}; 				BIOPHYSICOCHEMICAL PROPERTIES:  pH dependence: Optimum pH is 8.3. {ECO:0000269|PubMed:3888627};	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11914276}.			SUBUNIT: Homodimer and homotetramer. {ECO:0000269|PubMed:17355287}.		
SPGP0F02560	183.020514371016	-1.17264800443322	0.183766797457767	-6.38117451387111	1.75734902746356e-10	2.06734120186965e-09	S_cerevisiae	SPGP0F02560	P53206	P53206	CYSKL_YEAST	YGR012W			YGR012W		Putative cysteine synthase (CS) (EC 2.5.1.47) (Cysteine synthase-like protein) (CSl) (O-acetylserine (thiol)-lyase) (OAS-TL) (O-acetylserine sulfhydrylase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	2.5.1.47	cysteine biosynthetic process from serine [GO:0006535]	cysteine synthase activity [GO:0004124]; pyridoxal phosphate binding [GO:0030170]	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	FUNCTION: Putative cysteine synthase that catalyzes the conversion of O-acetyl-L-serine (OAS) into cysteine, the last step in the cysteine biosynthesis pathway. However, this CS-like protein is unlikely to function in cysteine biosynthesis. It seems that in S.cerevisiae cysteine biosynthesis occurs exclusively through the cystathionine pathway and not via direct incorporation of sulfur into OAS. {ECO:0000305|PubMed:9409150}.	CATALYTIC ACTIVITY: Reaction=hydrogen sulfide + O-acetyl-L-serine = acetate + L-cysteine; Xref=Rhea:RHEA:14829, ChEBI:CHEBI:29919, ChEBI:CHEBI:30089, ChEBI:CHEBI:35235, ChEBI:CHEBI:58340; EC=2.5.1.47; Evidence={ECO:0000250|UniProtKB:P0ABK5};		COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250|UniProtKB:P0ABK5}; 							SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Mitochondrion outer membrane {ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255}.		"TRANSMEM 12..31;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0F02570	139.641327712894	-1.19962269030292	0.203314862634469	-5.90031970490849	3.62797877775556e-09	3.41007424328249e-08	S_cerevisiae	SPGP0F02570	P53204	P53204	NMA2_YEAST	NMA2 YGR010W	NMA2		YGR010W		Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 (NMN/NaMN adenylyltransferase 2) (EC 2.7.7.1) (EC 2.7.7.18) (NAD(+) diphosphorylase 2) (NAD(+) pyrophosphorylase 2) (Nicotinamide-nucleotide adenylyltransferase 2) (NMN adenylyltransferase 2) (NMNAT 2) (Nicotinate-nucleotide adenylyltransferase 2) (NaMN adenylyltransferase 2) (NaMNAT 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395	2.7.7.1; 2.7.7.18	NAD biosynthetic process [GO:0009435]	ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]	nucleus [GO:0005634]	FUNCTION: Catalyzes the formation of NAD(+) from nicotinamide mononucleotide (NMN) and ATP (PubMed:12597897). Can also use the deamidated form; nicotinic acid mononucleotide (NaMN) as substrate to form deamido-NAD(+) (NaAD). Key enzyme in both de novo and salvage pathways for NAD(+) biosynthesis (By similarity). Predominantly acts in the salvage pathways via NMN (PubMed:11884393). {ECO:0000250|UniProtKB:Q06178, ECO:0000269|PubMed:11884393, ECO:0000269|PubMed:12597897}.	CATALYTIC ACTIVITY: Reaction=ATP + beta-nicotinamide D-ribonucleotide + H(+) = diphosphate + NAD(+); Xref=Rhea:RHEA:21360, ChEBI:CHEBI:14649, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57540; EC=2.7.7.1; Evidence={ECO:0000250|UniProtKB:Q06178, ECO:0000269|PubMed:12597897}; CATALYTIC ACTIVITY: Reaction=ATP + H(+) + nicotinate beta-D-ribonucleotide = deamido-NAD(+) + diphosphate; Xref=Rhea:RHEA:22860, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57502, ChEBI:CHEBI:58437; EC=2.7.7.18; Evidence={ECO:0000305|PubMed:11884393};		COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:12597897};  Note=Divalent metal cation. {ECO:0000269|PubMed:12597897};		BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=1.4 mM for ATP {ECO:0000269|PubMed:12597897}; KM=0.13 mM for NMN {ECO:0000269|PubMed:12597897}; KM=0.023 mM for NAD(+) {ECO:0000269|PubMed:12597897}; KM=5 mM for diphosphate {ECO:0000269|PubMed:12597897}; 	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; deamido-NAD(+) from nicotinate D-ribonucleotide: step 1/1. {ECO:0000305|PubMed:11884393}.; PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from nicotinamide D-ribonucleotide: step 1/1. {ECO:0000305|PubMed:12597897}.			BIOPHYSICOCHEMICAL PROPERTIES:  pH dependence: Optimum pH is 6.5-8.0. {ECO:0000269|PubMed:12597897};	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11884393}.				Q06178	
SPGP0F02620	16.2574908489136	1.67632379315991	0.550865634706186	3.04307200802971	0.00234176289971154	0.00727665076621615	S_cerevisiae	SPGP0F02620	P41896	P41896	T2FB_YEAST	TFG2 YGR005C	TFG2		YGR005C		Transcription initiation factor IIF subunit beta (TFIIF medium subunit) (TFIIF-beta) (Transcription factor G 54 kDa subunit)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400		positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; promoter clearance from RNA polymerase II promoter [GO:0001111]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	DNA binding [GO:0003677]; nucleotide binding [GO:0000166]; RNA polymerase II complex binding [GO:0000993]	transcription factor TFIIF complex [GO:0005674]	FUNCTION: TFIIF is a general transcription initiation factor that binds to RNA polymerase II. Its functions include the recruitment of RNA polymerase II to the promoter bound DNA-TBP-TFIIB complex, decreasing the affinity of RNA polymerase II for non-specific DNA, allowing for the subsequent recruitment of TFIIE and TFIIH, and facilitating RNA polymerase II elongation. {ECO:0000250}.										SUBCELLULAR LOCATION: Nucleus.			SUBUNIT: TFIIF is composed of three different subunits: TFG1/RAP74, TFG2/RAP30 and TAF14.	P38217; P08518	
SPGP0F02780	3708.29222975138	2.61085843489386	0.157679723142497	16.5579846467285	1.40212418215311e-61	5.08185888579572e-59	S_cerevisiae	SPGP0F02780	P12383	P12383	PDR1_YEAST	PDR1 AMY1 ANT1 BOR2 CYH3 NRA2 SMR2 TIL1 TPE1 TPE3 YGL013C	PDR1	AMY1 ANT1 BOR2 CYH3 NRA2 SMR2 TIL1 TPE1 TPE3	YGL013C		Transcription factor PDR1 (Pleiotropic drug resistance protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1068		cellular response to cycloheximide [GO:0071409]; negative regulation of cell death [GO:0060548]; positive regulation of cellular response to drug [GO:2001040]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription, DNA-templated [GO:0006351]	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]; nucleus [GO:0005634]	FUNCTION: Positive regulator of proteins involved in permeability. PDR1 and PDR3 jointly control the transcription level of both SNQ2 and PDR5.										SUBCELLULAR LOCATION: Nucleus.				P19659	
SPGP0F02800	78.9196111694353	-1.00186633311899	0.230848397573839	-4.33993193649321	1.42526854772458e-05	7.24711465259957e-05	S_cerevisiae	SPGP0F02800	P33199	P33199	YGB5_YEAST	YGL015C YGL026			YGL015C	YGL026	Uncharacterized protein YGL015C	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130				prospore membrane [GO:0005628]																
SPGP0F03110	250.008966734317	1.6382797549949	0.207317677548304	7.90226754596545	2.73874767886248e-15	5.63995289049384e-14	S_cerevisiae	SPGP0F03110	P53177	P53177	TYW3_YEAST	TYW3 YGL050W	TYW3		YGL050W		tRNA wybutosine-synthesizing protein 3 (tRNA-yW-synthesizing protein 3) (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273	2.1.1.282	tRNA methylation [GO:0030488]; tRNA modification [GO:0006400]; wybutosine biosynthetic process [GO:0031591]	tRNA methyltransferase activity [GO:0008175]	cytoplasm [GO:0005737]	FUNCTION: S-adenosyl-L-methionine-dependent methyltransferase that acts as a component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA. Probably methylates N-4 position of wybutosine-86 to produce wybutosine-72. {ECO:0000269|PubMed:16642040}.	CATALYTIC ACTIVITY: Reaction=4-demethyl-7-[(3S)-3-amino-3-carboxypropyl]wyosine(37) in tRNA(Phe) + S-adenosyl-L-methionine = 7-[(3S)-3-amino-3-carboxypropyl]wyosine(37) in tRNA(Phe) + H(+) + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:36635, Rhea:RHEA-COMP:10378, Rhea:RHEA-COMP:10379, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:73543, ChEBI:CHEBI:73550; EC=2.1.1.282; Evidence={ECO:0000269|PubMed:16642040};					PATHWAY: tRNA modification; wybutosine-tRNA(Phe) biosynthesis. {ECO:0000269|PubMed:16642040}.									
SPGP0F03220	277.583308333857	1.63309777055582	0.151689497320227	10.7660569743219	4.97869368447264e-27	3.00746289833377e-25	S_cerevisiae	SPGP0F03220	P53167	P53167	PUS2_YEAST	PUS2 YGL063W	PUS2		YGL063W		tRNA pseudouridine(27/28) synthase (EC 5.4.99.44) (tRNA pseudouridine synthase 2) (tRNA pseudouridylate synthase 2) (tRNA-uridine isomerase 2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370	5.4.99.44	mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	mitochondrion [GO:0005739]; nucleus [GO:0005634]	FUNCTION: Mitochondrial-specific pseudouridine synthase catalyzing the formation of pseudouridine at positions 27 and 28 in the anticodon stem and loop of mitochondrial transfer RNAs. {ECO:0000269|PubMed:17684231}.	CATALYTIC ACTIVITY: Reaction=uridine(27/28) in mitochondrial tRNA = pseudouridine(27/28) in mitochondrial tRNA; Xref=Rhea:RHEA:42560, Rhea:RHEA-COMP:10115, Rhea:RHEA-COMP:10116, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; EC=5.4.99.44; Evidence={ECO:0000269|PubMed:17684231};									SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:17684231}.					
SPGP0F03280	102.358438033979	-1.82636959456715	0.237301599864696	-7.69640657967964	1.39946031341075e-14	2.67521305903266e-13	S_cerevisiae	SPGP0F03280	P27999	P27999	RPB9_YEAST	RPB9 YGL070C	RPB9		YGL070C		DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (B12.6) (DNA-directed RNA polymerase II 14.2 kDa polypeptide) (DNA-directed RNA polymerase II subunit 9)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122		cellular response to DNA damage stimulus [GO:0006974]; maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter [GO:0001193]; mRNA cleavage [GO:0006379]; transcription, RNA-templated [GO:0001172]; transcription by RNA polymerase II [GO:0006366]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription initiation from RNA polymerase II promoter [GO:0006367]	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleolus [GO:0005730]; RNA polymerase II, core complex [GO:0005665]	FUNCTION: DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Component of RNA polymerase II which synthesizes mRNA precursors and many functional non-coding RNAs. Pol II is the central component of the basal RNA polymerase II transcription machinery. It is composed of mobile elements that move relative to each other. RPB9 is part of the upper jaw surrounding the central large cleft and thought to grab the incoming DNA template. Involved in the regulation of transcription elongation. Involved in DNA repair of damage in the transcribed strand. Mediates a transcription-coupled repair (TCR) subpathway of nucleotide excision repair (NER). {ECO:0000269|PubMed:12411509}.										SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:P32529}.			SUBUNIT: Component of the RNA polymerase II (Pol II) complex consisting of 12 subunits. {ECO:0000269|PubMed:11313498, ECO:0000269|PubMed:11313499, ECO:0000269|PubMed:11805306, ECO:0000269|PubMed:12746495, ECO:0000269|PubMed:12746498, ECO:0000269|PubMed:12914699, ECO:0000269|PubMed:14963322, ECO:0000269|PubMed:15537538, ECO:0000269|PubMed:15591044, ECO:0000269|PubMed:15610738, ECO:0000269|PubMed:16341226, ECO:0000269|PubMed:16765890}.	P20436	
SPGP0F03330	95.84457688298	1.81574887743691	0.235658202098214	7.70501031269081	1.30832725164861e-14	2.51160025999746e-13	S_cerevisiae	SPGP0F03330	P19807	P19807	HNM1_YEAST	HNM1 CTR CTR1 YGL077C	HNM1	CTR CTR1	YGL077C		Choline transport protein	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563		(R)-carnitine transport [GO:1900749]; amino acid transport [GO:0006865]; choline transport [GO:0015871]; ethanolamine transport [GO:0034229]; glycine betaine transport [GO:0031460]	(R)-carnitine transmembrane transporter activity [GO:1901235]; choline transmembrane transporter activity [GO:0015220]; ethanolamine transmembrane transporter activity [GO:0034228]	cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]	FUNCTION: Sole choline transporter in yeast.										SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.		"TRANSMEM 58..78;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 88..108;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 183..203;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 206..226;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 256..276;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 294..314;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 343..363;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 399..417;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 427..445;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 466..486;  /note=""Helical"";  /evidence=""ECO:0000255""; TRANSMEM 492..512;  /note=""Helical"";  /evidence=""ECO:0000255"""			
SPGP0F03430	28.5733182632307	1.538826154307	0.469941021870574	3.27450910367814	0.00105845728595743	0.00356666737151192	S_cerevisiae	SPGP0F03430	P53152	P53152	MMS2_YEAST	MMS2 YGL087C	MMS2		YGL087C		Ubiquitin-conjugating enzyme variant MMS2 (UEV MMS2)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137		cellular response to DNA damage stimulus [GO:0006974]; free ubiquitin chain polymerization [GO:0010994]; postreplication repair [GO:0006301]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]	ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]	cell [GO:0005623]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin conjugating enzyme complex [GO:0031371]	FUNCTION: Has a role in the DNA error-free postreplication repair (PRR) pathway. Lacks catalytic activity by itself. The UBC13/MMS2 heterodimer catalyzes the synthesis of non-canonical poly-ubiquitin chains that are linked through 'Lys-63'.													SUBUNIT: Heterodimer with UBC13. {ECO:0000269|PubMed:11440714}.	P52490	
SPGP0F03530	30.8668570699728	-1.31436489543674	0.331572077607237	-3.96403974943172	7.36919738449033e-05	0.000319943926693181	S_cerevisiae	SPGP0F03530	P53146	P53146	USE1_YEAST	USE1 SLT1 YGL098W	USE1	SLT1	YGL098W		Protein transport protein USE1 (SNARE-like tail-anchored protein 1) (Unconventional SNARE in the endoplasmic reticulum protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245		protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with endoplasmic reticulum [GO:0048279]	SNAP receptor activity [GO:0005484]	endoplasmic reticulum [GO:0005783]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; SNARE complex [GO:0031201]	FUNCTION: SNARE required for targeting and fusion of Golgi-derived retrograde transport vesicles with the ER. {ECO:0000269|PubMed:12853481, ECO:0000269|PubMed:12893879, ECO:0000269|PubMed:12911815, ECO:0000269|PubMed:15116429}.										SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12853481, ECO:0000269|PubMed:12893879, ECO:0000269|PubMed:14562095}; Single-pass type IV membrane protein {ECO:0000269|PubMed:12853481, ECO:0000269|PubMed:12893879, ECO:0000269|PubMed:14562095}.		"TRANSMEM 219..239;  /note=""Helical; Anchor for type IV membrane protein"";  /evidence=""ECO:0000255"""	SUBUNIT: Component of a SNARE complex consisting of UFE1, USE1, SEC20 and SEC22 or YKT6. {ECO:0000269|PubMed:12893879}.	P28791; Q12745; P41834	
SPGP0F03540	158.583559224534	1.42169283237472	0.164520688652239	8.64142281448788	5.55172494861333e-18	1.47953469880545e-16	S_cerevisiae	SPGP0F03540	P53145	P53145	LSG1_YEAST	LSG1 YGL099W	LSG1		YGL099W		Large subunit GTPase 1 (EC 3.6.1.-)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640	3.6.1.-	ribosomal large subunit assembly [GO:0000027]; ribosomal subunit export from nucleus [GO:0000054]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; mRNA binding [GO:0003729]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; mating projection tip [GO:0043332]	FUNCTION: GTPase required for the nuclear export of the 60S ribosomal subunit. Acts by mediating the release of NMD3 from the 60S ribosomal subunit after export into the cytoplasm. {ECO:0000269|PubMed:15660131, ECO:0000269|PubMed:15831484, ECO:0000269|PubMed:17015443, ECO:0000269|PubMed:17761675}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12773575, ECO:0000269|PubMed:14562095}.			SUBUNIT: Associates with the 60S ribosomal subunit. Interacts with ARB1. {ECO:0000269|PubMed:12773575, ECO:0000269|PubMed:16260602}.	P38344; Q12522; Q02256	
SPGP0F03640	16.0774970754554	1.66660245860882	0.450040552008683	3.7032273006737	0.000212873989259932	0.000841558122462585	S_cerevisiae	SPGP0F03640	P53136	P53136	NSA1_YEAST	NSA1 YGL111W G2990	NSA1		YGL111W	G2990	Ribosome biogenesis protein NSA1 (NOP7-associated protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463		ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]		nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]	FUNCTION: Involved in the biogenesis of the 60S ribosomal subunit. {ECO:0000269|PubMed:16544271}.										SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.			SUBUNIT: Component of the pre-66S ribosomal particle. Interacts with NOP7, RRP1 and RRP5. {ECO:0000269|PubMed:11583614, ECO:0000269|PubMed:15100437, ECO:0000269|PubMed:15769876, ECO:0000269|PubMed:17443350}.	Q02892	
SPGP0F04340	91.5272040727547	3.14831936053664	0.297427082004662	10.5851805401073	3.49107095790387e-26	1.96475738817186e-24	S_eubayanus	SPGP0F04340	XP_018222057.1	A0A0L8RIL3	A0A0L8RIL3_SACEU	DI49_1789				DI49_1789	Protein phosphatase PP2A regulatory subunit B	unreviewed	Saccharomyces eubayanus (Yeast)	532		homologous chromosome segregation [GO:0045143]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of exit from mitosis [GO:0001100]; negative regulation of GTPase activity [GO:0034260]; negative regulation of induction of conjugation with cellular fusion [GO:0010515]; negative regulation of septation initiation signaling [GO:0031030]; peptidyl-serine dephosphorylation [GO:0070262]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription by transcription factor localization [GO:0061586]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]	protein phosphatase regulator activity [GO:0019888]; protein serine/threonine phosphatase activity [GO:0004722]	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; fungal-type vacuole membrane [GO:0000329]; mating projection tip [GO:0043332]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]																
