LFC 13C	padj-value 13C	LFC 22C	padj-value 22C	LFC 30C	padj-value 30C	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
-1.28524224833295	0.00282301197760216	3.20512534182067	4.23826532556116e-15	2.60446931714886	9.20421471019357e-21	S_cerevisiae	SPGP0D00760	Q12341	Q12341	HAT1_YEAST	HAT1 YPL001W LPA16W YP8132.12	HAT1		YPL001W	LPA16W YP8132.12	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	374	2.3.1.48	chromatin silencing at telomere [GO:0006348]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone H4 acetylation [GO:0043967]	chromatin binding [GO:0003682]; H4 histone acetyltransferase activity [GO:0010485]; histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; histone acetyltransferase complex [GO:0000123]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]	FUNCTION: Catalytic component of the histone acetylase B (HAT-B) complex. Acetylates 'Lys-12' of free histone H4 in the cytoplasm. The complex is also found in the nucleus, however it is not certain that it modifies histone H4 when packaged in chromatin. Histone H4 'Lys-12' acetylation is required for telomeric silencing. Has intrinsic substrate specificity that modifies lysine in recognition sequence GXGKXG. Involved in DNA double-strand break repair. {ECO:0000269|PubMed:10982821, ECO:0000269|PubMed:12417736, ECO:0000269|PubMed:14761951, ECO:0000269|PubMed:15099519, ECO:0000269|PubMed:24835250, ECO:0000269|PubMed:7559580}.	CATALYTIC ACTIVITY: Reaction=acetyl-CoA + L-lysyl-[protein] = CoA + H(+) + N(6)-acetyl-L-lysyl-[protein]; Xref=Rhea:RHEA:45948, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15378, ChEBI:CHEBI:29969, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:61930; EC=2.3.1.48; Evidence={ECO:0000269|PubMed:24835250};									SUBCELLULAR LOCATION: Cytoplasm. Nucleus.			SUBUNIT: Component of the HAT-B complex composed of at least HAT1 and HAT2. In the cytoplasm, this complex binds to the histone H4 tail. In the nucleus, the HAT-B complex has an additional component, the histone H3/H4 chaperone HIF1. {ECO:0000269|PubMed:14761951, ECO:0000269|PubMed:15099519, ECO:0000269|PubMed:24835250, ECO:0000269|PubMed:8858151, ECO:0000269|PubMed:9727486}.	P39984	
1.06240007196577	1.68974675628044e-06	-2.51475326475561	1.19519513060454e-31	-1.48463356733833	9.15464635413966e-12	S_cerevisiae	SPGP0D00890	Q02606	Q02606	YP014_YEAST	YPL014W			YPL014W		Uncharacterized protein YPL014W	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381		negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]	cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]	cytoplasm [GO:0005737]; nucleus [GO:0005634]											SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.					
1.7930126802569	1.12825933043956e-14	1.28090454631675	2.95498140857999e-08	1.03736056389597	1.37181637241974e-05	S_eubayanus	SPGP0BC00230	XP_018220820.1	A0A0L8RFD2	A0A0L8RFD2_SACEU	DI49_3933				DI49_3933	Ornithine aminotransferase (EC 2.6.1.13)	unreviewed	Saccharomyces eubayanus (Yeast)	424	2.6.1.13	arginine catabolic process to proline via ornithine [GO:0010121]; L-proline biosynthetic process [GO:0055129]; ornithine metabolic process [GO:0006591]	ornithine-oxo-acid transaminase activity [GO:0004587]; pyridoxal phosphate binding [GO:0030170]	cytosol [GO:0005829]		CATALYTIC ACTIVITY: Reaction=a 2-oxocarboxylate + L-ornithine = an L-alpha-amino acid + L-glutamate 5-semialdehyde; Xref=Rhea:RHEA:13877, ChEBI:CHEBI:35179, ChEBI:CHEBI:46911, ChEBI:CHEBI:58066, ChEBI:CHEBI:59869; EC=2.6.1.13; Evidence={ECO:0000256|RuleBase:RU365036};		COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|RuleBase:RU365036}; 			PATHWAY: Amino-acid biosynthesis; L-proline biosynthesis; L-glutamate 5-semialdehyde from L-ornithine: step 1/1. {ECO:0000256|RuleBase:RU365036}.									
-1.1043403478088	3.27477677350777e-12	2.2742128828105	2.08945124157429e-52	1.51097672459488	1.01272695694311e-24	S_eubayanus	SPGP0BC00310	XP_018220826.1	A0A0L8RF89	A0A0L8RF89_SACEU	DI49_3939				DI49_3939	Phosphotransferase (EC 2.7.1.-)	unreviewed	Saccharomyces eubayanus (Yeast)	432	2.7.1.-	cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]	ATP binding [GO:0005524]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]	cell [GO:0005623]							PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 1/4. {ECO:0000256|SAAS:SAAS01216704}.									
-1.33769425209134	1.10615088002754e-09	2.30954538437691	5.92205187659976e-28	1.22893414359907	1.55057859145336e-08	S_eubayanus	SPGP0BF00200	XP_018220390.1	A0A0L8RE80	A0A0L8RE80_SACEU	DI49_3484				DI49_3484	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	314			channel activity [GO:0015267]	integral component of membrane [GO:0016021]													"TRANSMEM 74..94;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 114..142;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 162..182;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 202..222;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 229..249;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 274..294;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.51423639465757	1.0843897783359e-12	-2.9098829824766	1.58570608329465e-43	-1.39300588567402	9.62949358646123e-11	S_eubayanus	SPGP0BF00400	XP_018220408.1	A0A0L8RE33	A0A0L8RE33_SACEU	DI49_3502				DI49_3502	TPO1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	587		putrescine transport [GO:0015847]	spermidine transmembrane transporter activity [GO:0015606]; spermine transmembrane transporter activity [GO:0000297]	cellular bud membrane [GO:0033101]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]													"TRANSMEM 147..171;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 177..203;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 215..232;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 238..261;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 273..297;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 303..323;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 371..397;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 417..435;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 456..478;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 490..510;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 522..543;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 549..571;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.20873962372056	1.76310690895228e-09	-3.00928558816354	3.34573825955272e-51	-1.60941283129396	2.11992020088778e-15	S_eubayanus	SPGP0BF00410	XP_018220409.1	A0A0L8RER3	A0A0L8RER3_SACEU	DI49_3503				DI49_3503	ISA1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	249		biotin biosynthetic process [GO:0009102]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; structural molecule activity [GO:0005198]	mitochondrial matrix [GO:0005759]																
1.20937111470733	4.64623995872886e-18	1.35825167962308	2.13822039612994e-23	1.68640552497617	2.55847200837949e-35	S_eubayanus	SPGP0E00140	XP_018222604.1	A0A0L8RL49	A0A0L8RL49_SACEU	DI49_1330				DI49_1330	AA_permease domain-containing protein	unreviewed	Saccharomyces eubayanus (Yeast)	590			arginine transmembrane transporter activity [GO:0015181]	eisosome [GO:0032126]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]													"TRANSMEM 93..111;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 171..195;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 201..223;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 235..263;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 324..345;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 377..402;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 422..439;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 451..474;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 494..515;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 527..548;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.35268021355199	2.51173480214236e-15	-1.97195601334711	9.81559142489838e-32	-2.0411593441789	3.12439784928444e-33	S_eubayanus	SPGP0E00360	XP_018222626.1	A0A0L8RK96	A0A0L8RK96_SACEU	DI49_1353				DI49_1353	Glycosidase (EC 3.2.-.-)	unreviewed	Saccharomyces eubayanus (Yeast)	486	3.2.-.-	carbohydrate metabolic process [GO:0005975]; cell wall chitin metabolic process [GO:0006037]; fungal-type cell wall organization [GO:0031505]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; transferase activity, transferring glycosyl groups [GO:0016757]	cellular bud neck septin ring [GO:0000144]; fungal-type cell wall [GO:0009277]; membrane [GO:0016020]																
-2.54286684051549	1.3808173382578e-08	-2.52814038316558	7.35315158155446e-08	-1.02291836214062	0.0380382893179155	S_eubayanus	SPGP0E00870	XP_018222675.1	A0A0L8RKU6	A0A0L8RKU6_SACEU	DI49_1408				DI49_1408	Proteasome subunit beta (EC 3.4.25.1)	unreviewed	Saccharomyces eubayanus (Yeast)	198	3.4.25.1	proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	endopeptidase activator activity [GO:0061133]; threonine-type endopeptidase activity [GO:0004298]	endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; proteasome core complex, beta-subunit complex [GO:0019774]		CATALYTIC ACTIVITY: Reaction=Cleavage of peptide bonds with very broad specificity.; EC=3.4.25.1; Evidence={ECO:0000256|RuleBase:RU004203};									SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU004203}. Nucleus {ECO:0000256|RuleBase:RU004203, ECO:0000256|SAAS:SAAS00551005}.			SUBUNIT: The 26S proteasome consists of a 20S proteasome core and two 19S regulatory subunits. {ECO:0000256|RuleBase:RU004203}.		
-1.37505101535974	1.36632785015266e-05	2.07356435559299	5.43952345613536e-12	1.05373062958893	0.000295826404674701	S_eubayanus	SPGP0E00910	XP_018222680.1	A0A0L8RKV1	A0A0L8RKV1_SACEU	DI49_1413				DI49_1413	BIM1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	341		2-micrometer plasmid partitioning [GO:0030543]; microtubule depolymerization [GO:0007019]; mitotic sister chromatid cohesion [GO:0007064]; mitotic spindle orientation checkpoint [GO:0031578]; negative regulation of microtubule depolymerization [GO:0007026]; nuclear migration along microtubule [GO:0030473]; positive regulation of microtubule polymerization [GO:0031116]; protein localization to microtubule plus-end [GO:1904825]	microtubule plus-end binding [GO:0051010]	cytoplasmic microtubule [GO:0005881]; microtubule plus-end [GO:0035371]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]																
-1.55797281158111	6.13037173456307e-21	1.73480781071114	1.15735683420835e-26	1.48180716570125	1.53572527293048e-19	S_eubayanus	SPGP0E00960	XP_018222686.1	A0A0L8RKF4	A0A0L8RKF4_SACEU	DI49_1419				DI49_1419	RPN3-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	523		regulation of protein catabolic process [GO:0042176]	enzyme regulator activity [GO:0030234]	proteasome regulatory particle, lid subcomplex [GO:0008541]																
1.30103796709748	2.66417725294902e-11	5.38079650527131	4.42706154129702e-171	3.61678234894824	3.6060273218037e-95	S_eubayanus	SPGP0E01000	XP_018222690.1	A0A0L8RKV8	A0A0L8RKV8_SACEU	DI49_1423				DI49_1423	GCD11-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	527		formation of translation preinitiation complex [GO:0001731]; positive regulation of translational fidelity [GO:0045903]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; methionyl-initiator methionine tRNA binding [GO:1990856]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 2 complex [GO:0005850]; multi-eIF complex [GO:0043614]																
1.5319519607516	1.5427926570946e-23	1.72413241168392	1.09099826414e-29	1.15411549875849	4.82921720964304e-14	S_eubayanus	SPGP0E01020	XP_018222692.1	A0A0L8RKF2	A0A0L8RKF2_SACEU	DI49_1426				DI49_1426	GAL83-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	423		cell adhesion [GO:0007155]; invasive growth in response to glucose limitation [GO:0001403]; positive regulation of pseudohyphal growth [GO:2000222]; regulation of protein-containing complex assembly [GO:0043254]; regulation of protein kinase activity [GO:0045859]; signal transduction [GO:0007165]	AMP-activated protein kinase activity [GO:0004679]	cytoplasm [GO:0005737]; nuclear envelope lumen [GO:0005641]; nucleotide-activated protein kinase complex [GO:0031588]																
1.99248040391312	0.000181351759620653	1.16537292198958	0.0307151484857586	1.1584364963931	0.0148625760817312	S_eubayanus	SPGP0E01190	XP_018222709.1	A0A0L8RLF4	A0A0L8RLF4_SACEU	DI49_1443				DI49_1443	ERG28-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	148		demethylation [GO:0070988]; ergosterol biosynthetic process [GO:0006696]	protein binding, bridging [GO:0030674]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]													"TRANSMEM 26..43;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 63..82;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 94..113;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
1.72100697502179	1.15703279559362e-21	2.28620284490155	1.2420492131818e-37	1.07903886687883	3.51655898253745e-09	S_eubayanus	SPGP0E01340	XP_018222724.1	A0A0L8RLH1	A0A0L8RLH1_SACEU	DI49_1459				DI49_1459	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	533		cytosine transport [GO:0015856]; purine-containing compound transmembrane transport [GO:0072530]	cytidine transmembrane transporter activity [GO:0015212]; nucleobase transmembrane transporter activity [GO:0015205]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 95..116;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 122..144;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 156..180;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 200..223;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 230..247;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 267..290;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 302..325;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 345..368;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 398..418;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 430..448;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 460..487;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
-1.43419906038268	5.46772791470507e-06	1.0938795633844	0.000118539667114089	1.03285304142477	0.000271434870611713	S_eubayanus	SPGP0E01370	XP_018222726.1	A0A0L8RKJ1	A0A0L8RKJ1_SACEU	DI49_1461				DI49_1461	PET117-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	107		mitochondrial respiratory chain complex IV assembly [GO:0033617]		extrinsic component of matrix side of mitochondrial inner membrane [GO:0099616]; mitochondrial matrix [GO:0005759]																
-2.23179230202369	1.34915801377555e-25	3.17315869147509	6.34019675276081e-52	1.18241484227526	5.39247669567513e-08	S_eubayanus	SPGP0E01490	XP_018222737.1	A0A0L8RKI9	A0A0L8RKI9_SACEU	DI49_1473				DI49_1473	ARG5,6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	863		arginine biosynthetic process [GO:0006526]; regulation of transcription, DNA-templated [GO:0006355]	acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]	mitochondrial matrix [GO:0005759]							PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 2/4. {ECO:0000256|PIRNR:PIRNR036440}.; PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 3/4. {ECO:0000256|PIRNR:PIRNR036440}.				SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|PIRNR:PIRNR036440}.					
1.41209137258685	1.00438055465925e-07	1.07014681509967	3.93528049197937e-05	1.95388606555228	7.49052419209369e-14	S_eubayanus	SPGP0E02040	XP_018222792.1	A0A0L8RKP4	A0A0L8RKP4_SACEU	DI49_1530				DI49_1530	NSA2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	261		maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]		nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]																
-1.50765069899768	0.0318405906912923	3.09291351512286	1.86275030976636e-06	1.30908467719157	0.0207058543935971	S_eubayanus	SPGP0E02140	XP_018222802.1	A0A0L8RKQ9	A0A0L8RKQ9_SACEU	DI49_1543				DI49_1543	Uncharacterized protein	unreviewed	Saccharomyces eubayanus (Yeast)	147			nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]																	
2.02393485460426	1.74205257511252e-42	1.57507923041658	1.06491379405388e-26	2.15793546280189	5.65847099257509e-49	S_eubayanus	SPGP0E02270	XP_018222815.1	A0A0L8RL73	A0A0L8RL73_SACEU	DI49_1557				DI49_1557	PEA2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	421		bipolar cellular bud site selection [GO:0007121]; budding cell apical bud growth [GO:0007118]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; pseudohyphal growth [GO:0007124]; regulation of initiation of mating projection growth [GO:0031384]; regulation of protein localization [GO:0032880]; regulation of termination of mating projection growth [GO:0031385]		cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; polarisome [GO:0000133]																
-1.10525295772922	0.0013634380339371	3.04986074604322	4.97608007132292e-22	2.07070803584595	1.62431977391901e-10	S_cerevisiae	SPGP0F01270	P48240	P48240	MTR3_YEAST	MTR3 YGR158C G6676	MTR3		YGR158C	G6676	Exosome complex component MTR3 (mRNA transport regulator 3)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nonfunctional rRNA decay [GO:0070651]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent CUT catabolic process [GO:0071039]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay [GO:0070478]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	RNA binding [GO:0003723]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]	FUNCTION: Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and cryptic unstable transcripts (CUTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytoplasm. In the cytoplasm, the RNA exosome complex is involved in general mRNA turnover and in RNA surveillance pathways, preventing translation of aberrant mRNAs. The catalytic inactive RNA exosome core complex of 9 subunits (Exo-9) is proposed to play a pivotal role in the binding and presentation of RNA for ribonucleolysis, and to serve as a scaffold for the association with catalytic subunits and accessory proteins or complexes. MTR3 is part of the hexameric ring of RNase PH domain-containing subunits proposed to form a central channel which threads RNA substrates for degradation. {ECO:0000269|PubMed:10465791, ECO:0000269|PubMed:17173052, ECO:0000269|PubMed:8534909}.										SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleolus.			SUBUNIT: Component of the RNA exosome complex. Specifically part of the catalytically inactive RNA exosome core (Exo-9) complex which associates with catalytic subunits DIS3 and RRP6 in cytoplasmic- and nuclear-specific RNA exosome complex forms. Exo-9 is formed by a hexameric ring of RNase PH domain-containing subunits and peripheral S1 domain-containing components CSL4, RRP4 and RRP40 located on the top of the ring structure. {ECO:0000269|PubMed:10465791, ECO:0000269|PubMed:17173052}.	P53859; Q12277; P46948	
3.2250875279499	1.83732270196107e-36	2.20829021974731	9.00118766132178e-18	1.51954869467584	5.30982241550214e-09	S_cerevisiae	SPGP0F01290	P39927	P39927	PTI1_YEAST	PTI1 YGR156W G6670	PTI1		YGR156W	G6670	Protein PTI1	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	425		mRNA polyadenylation [GO:0006378]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; snoRNA 3'-end processing [GO:0031126]; termination of RNA polymerase II transcription, exosome-dependent [GO:0030847]	mRNA binding [GO:0003729]	cytosol [GO:0005829]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]	FUNCTION: Component of the cleavage and polyadenylation factor (CPF) complex, which plays a key role in polyadenylation-dependent pre-mRNA 3'-end formation and cooperates with cleavage factors including the CFIA complex and NAB4/CFIB. Component of the APT complex, which may be involved in polyadenylation-independent transcript 3'-end formation. PTI1 is required for 3'-end formation of snoRNAs. {ECO:0000269|PubMed:12773397}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12819204}.			SUBUNIT: Component of the cleavage and polyadenylation factor (CPF) complex, which is composed of PTI1, SYC1, SSU72, GLC7, MPE1, REF2, PFS2, PTA1, YSH1/BRR5, SWD2, CFT2/YDH1, YTH1, CFT1/YHH1, FIP1 and PAP1. Component of the APT complex, which is a subcomplex of CPF, and is composed of PTI1, SYC1, SSU72, GLC7, REF2, PTA1 and SWD2. {ECO:0000269|PubMed:12819204}.	Q01329	
1.77849030362849	9.01948254943817e-14	1.59307613434097	1.15664908833535e-11	1.27720731238016	7.55248909512784e-08	S_cerevisiae	SPGP0F01300	P32582	P32582	CBS_YEAST	CYS4 STR4 YGR155W G6667	CYS4	STR4	YGR155W	G6667	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase) (Sulfur transfer protein 4)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507	4.2.1.22	cysteine biosynthetic process from serine [GO:0006535]; cysteine biosynthetic process via cystathionine [GO:0019343]; homocysteine metabolic process [GO:0050667]; hydrogen sulfide biosynthetic process [GO:0070814]; transsulfuration [GO:0019346]; traversing start control point of mitotic cell cycle [GO:0007089]	cystathionine beta-synthase activity [GO:0004122]; cysteine synthase activity [GO:0004124]; mRNA binding [GO:0003729]; pyridoxal phosphate binding [GO:0030170]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; mitochondrion [GO:0005739]		CATALYTIC ACTIVITY: Reaction=L-homocysteine + L-serine = H2O + L,L-cystathionine; Xref=Rhea:RHEA:10112, ChEBI:CHEBI:15377, ChEBI:CHEBI:33384, ChEBI:CHEBI:58161, ChEBI:CHEBI:58199; EC=4.2.1.22;		COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; 			PATHWAY: Amino-acid biosynthesis; L-cysteine biosynthesis; L-cysteine from L-homocysteine and L-serine: step 1/2.									
